text,category
is today march sixth,datetime_query
change the color of the lights in my bedroom to red,iot_hue_lightchange
what are the chances of the stock market closing below the two hundred moving average in the next fourteen days,qa_stock
i need two pizzas stat,takeaway_order
can you give me the train times to nyc,transport_query
please tell me about upcoming alarms,alarm_query
next podcast play,play_podcasts
"ah it's awesome, olly.",general_praise
send an email to my boss about my leave,email_sendemail
tell me that one more time again.,general_repeat
is it snowing in california,weather_query
compose an email to parisa,email_sendemail
new twitter message,social_post
please be quiet for another hour,audio_volume_mute
what's the time in dubai,datetime_query
siri open twitter tweet @potus sucks,social_post
latest instagram posts,social_query
are there any status updates on cnn news facebook page,news_query
turn off the bathroom lights,iot_hue_lightoff
what's it like outside,weather_query
what time is it eastern,datetime_query
please let's do it again.,general_repeat
thanks but i think that was not the correct command.,general_negate
can you make it a little quieter,audio_volume_down
i need a taxi to take me to the airport please,transport_taxi
what does joke mean,qa_definition
can you direct me to the menu for the highest rated chinese carryout near me,takeaway_order
any signs of rain,weather_query
please turn on my smart plug socket,iot_wemo_on
turn the security light off,iot_hue_lightoff
olly find any alarms i have set for today,alarm_query
display exchange rate of euro to indian rupee,qa_currency
what awards did erica grebe win last night,qa_factoid
can you play a game with me,play_game
customer service complaint,social_post
show me movie times,recommendation_movies
turn off lights in my room,iot_hue_lightoff
do i have any events scheduled today,calendar_query
how have megatel shares done last week,qa_stock
turn off the bass from the audio,audio_volume_down
i did not quite catch that.,general_explain
please remove sporty event from list,lists_remove
how many alarms are set,alarm_query
give me low lighting in the kitchen,iot_hue_lightdim
date in new york,datetime_query
should i bring warm clothes,weather_query
please add oranges to my grocery list,lists_createoradd
who built the prado museum,qa_factoid
can you put the lights on the high setting,iot_hue_lighton
send mail to bubbles i want to meet her tomorrow at two pm in office,email_sendemail
remove apple from list,lists_remove
remove my to do list,lists_remove
what is the time difference between new york and lagos,datetime_convert
tweet bad day at starbucks,social_post
please clear my calendar for tomorrow,calendar_remove
are there any delays in traffic today,transport_traffic
tell me the details of the music playing,music_query
how many work contacts are in my phone book,email_querycontact
what is going on right now on twitter,social_query
erase shopping list,lists_remove
resume last played audiobook,play_audiobook
"fantastic work, you've done well.",general_praise
add to calendar an medical appointment for the first day of the next five months,calendar_set
please set the lights to green,iot_hue_lightchange
what is happening this weekend,calendar_query
read me back whats on my shopping list,lists_query
can you check to see if i have any recent email alerts,email_query
how many dollars are in a euro,qa_currency
turn on this socket,iot_wemo_on
please send a notification when john replies,email_query
you told me the incorrect date please correct this.,general_negate
two thousand and seventeen movies,recommendation_movies
name the lists available,lists_query
show me some vegan restaurants close by,recommendation_locations
training day,recommendation_movies
start audio playback of twilight again,play_audiobook
fantastic response to command.,general_affirm
olly that is enough.,general_commandstop
yeap excellent response to the command.,general_affirm
what is the price of euro to u. s. d.,qa_currency
hey what's a book,qa_definition
tell the latest news about the trump,news_query
is alex saved in my contacts list,email_querycontact
confirm my alarm settings,alarm_query
show me today all train times of next two hours at jodhpur to jaisalmer,transport_query
latest tweets,social_query
can you book an uber for me,transport_taxi
erase spaghetti from list,lists_remove
set a notification for june fifth every year,calendar_set
make me a new checklist,lists_createoradd
on mobile charger plug,iot_wemo_on
erase my appointment on the twelfth from my calendar,calendar_remove
"you are hero,, olly.",general_praise
what is the current weather in denver,weather_query
yes you've done your understanding correcly.,general_affirm
could you please check and confirm my last command.,general_confirm
remind me to have launch with boss today at one pm,calendar_set
what is the result of two by two,qa_maths
stock up or down for walgreens,qa_stock
hello google post my current status on twitter mentioning a great trip to paris with friends and family,social_post
is it currently raining,weather_query
lower the volume,audio_volume_down
what are the subject line and sender from today's email inbox,email_query
my favorite singer is shakira,music_likeness
what is mr taxi's phone number it is in my contacts,email_querycontact
yes it's excellent.,general_affirm
will there be snow tomorrow,weather_query
send tweet to united airlines i'm angry you lost my bags,social_post
send happy new year to john@gmail dot com,email_sendemail
remind me to eat when i get home,calendar_set
has anything happened to mass effect,news_query
make the lights a different color,iot_hue_lightchange
two thumbs down @companyname,social_post
is it snowing in seattle,weather_query
resume harry potter from the place i have stopped listening to last time,play_audiobook
search earliest trains to brooklyn ny weekends and holidays,transport_query
